club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Arsenal FC,Laurent Koscielny,24.0,Centre-Back,FC Lorient,£11.25m,in,11.25,Premier League,2010,2010/2011
Arsenal FC,Sébastien Squillaci,30.0,Centre-Back,Sevilla FC,£5.85m,in,5.85,Premier League,2010,2010/2011
Arsenal FC,Wellington Silva,18.0,Right Winger,Fluminense,£3.60m,in,3.6,Premier League,2010,2010/2011
Arsenal FC,Marouane Chamakh,26.0,Centre-Forward,G. Bordeaux,Free Transfer,in,0.0,Premier League,2010,2010/2011
Arsenal FC,Ryo Miyaichi,18.0,Right Winger,Chukyo HS,?,in,,Premier League,2010,2010/2011
Arsenal FC,Jens Lehmann,41.0,Goalkeeper,Career break,-,in,0.0,Premier League,2010,2010/2011
Arsenal FC,Mark Randall,21.0,Central Midfield,Rotherham,"End of loanMay 10, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Craig Eastmond,20.0,Defensive Midfield,Millwall,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Thomas Cruise,19.0,Centre-Back,Carlisle United,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Aaron Ramsey,20.0,Central Midfield,Cardiff,"End of loanFeb 28, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Vito Mannone,23.0,Goalkeeper,Hull City,"End of loanMay 8, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Jay Emmanuel-Thomas,20.0,Centre-Forward,Cardiff,"End of loanMay 23, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Aaron Ramsey,20.0,Central Midfield,Nottm Forest,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Sanchez Watt,20.0,Left Winger,Leeds,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Henri Lansbury,20.0,Central Midfield,Norwich,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Nacer Barazite,20.0,Attacking Midfield,Vitesse,"End of loanDec 23, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Jay Emmanuel-Thomas,19.0,Centre-Forward,Doncaster,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Pedro Botelho,20.0,Left-Back,Celta de Vigo,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Gavin Hoyte,20.0,Right-Back,Brighton,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Rene Steer,20.0,Left-Back,Oldham Athletic,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Mark Randall,20.0,Central Midfield,MK Dons,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Arsenal FC,Eduardo,27.0,Centre-Forward,Shakhtar D.,£6.48m,out,6.48,Premier League,2010,2010/2011
Arsenal FC,Armand Traoré,20.0,Left-Back,Juventus,Loan fee:£450k,out,0.45,Premier League,2010,2010/2011
Arsenal FC,Nacer Barazite,20.0,Attacking Midfield,Austria Vienna,£360k,out,0.36,Premier League,2010,2010/2011
Arsenal FC,Rene Steer,20.0,Left-Back,Staines Town FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Wellington Silva,18.0,Right Winger,Levante,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Sanchez Watt,19.0,Left Winger,Leeds,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Aaron Ramsey,20.0,Central Midfield,Cardiff,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Vito Mannone,22.0,Goalkeeper,Hull City,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Thomas Cruise,19.0,Centre-Back,Carlisle United,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Pedro Botelho,20.0,Left-Back,FC Cartagena,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Mikaël Silvestre,33.0,Centre-Back,Werder Bremen,Free Transfer,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Jay Emmanuel-Thomas,20.0,Centre-Forward,Cardiff,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Nacer Barazite,20.0,Attacking Midfield,Vitesse,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Gavin Hoyte,20.0,Right-Back,Lincoln City,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Philippe Senderos,25.0,Centre-Back,Fulham,Free Transfer,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Aaron Ramsey,19.0,Central Midfield,Nottm Forest,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,William Gallas,33.0,Centre-Back,Spurs,Free Transfer,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Ryo Miyaichi,18.0,Right Winger,Feyenoord,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Craig Eastmond,20.0,Defensive Midfield,Millwall,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Mark Randall,21.0,Central Midfield,Rotherham,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Fran Mérida,20.0,Central Midfield,Atlético Madrid,Free Transfer,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Henri Lansbury,20.0,Central Midfield,Norwich,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Sol Campbell,35.0,Centre-Back,Newcastle,Free Transfer,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Carlos Vela,21.0,Right Winger,West Brom,Loan,out,0.0,Premier League,2010,2010/2011
Arsenal FC,Kerrea Gilbert,23.0,Right-Back,Without Club,-,out,0.0,Premier League,2010,2010/2011
Stoke City,Kenwyne Jones,25.0,Centre-Forward,Sunderland,£8.73m,in,8.73,Premier League,2010,2010/2011
Stoke City,Marc Wilson,23.0,Centre-Back,Portsmouth,£3.24m,in,3.24,Premier League,2010,2010/2011
Stoke City,Jonathan Walters,26.0,Right Winger,Ipswich,£2.97m,in,2.97,Premier League,2010,2010/2011
Stoke City,Eidur Gudjohnsen,31.0,Centre-Forward,Monaco,£2.25m,in,2.25,Premier League,2010,2010/2011
Stoke City,Jermaine Pennant,27.0,Right Winger,Real Zaragoza,£1.80m,in,1.8,Premier League,2010,2010/2011
Stoke City,John Carew,31.0,Centre-Forward,Aston Villa,Loan,in,0.0,Premier League,2010,2010/2011
Stoke City,Carlo Nash,36.0,Goalkeeper,Everton,Free Transfer,in,0.0,Premier League,2010,2010/2011
Stoke City,Jermaine Pennant,27.0,Right Winger,Real Zaragoza,Loan,in,0.0,Premier League,2010,2010/2011
Stoke City,Diego Arismendi,23.0,Defensive Midfield,Barnsley FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Matthew Lund,20.0,Central Midfield,Hereford Utd.,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Stoke City,Andrew Davies,26.0,Centre-Back,Middlesbrough,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Alex Hedley,17.0,Defender,Stoke U18,-,in,0.0,Premier League,2010,2010/2011
Stoke City,Alex Hedley,18.0,Defender,Nantwich Town,"End of loanMar 1, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Danny Pugh,28.0,Left-Back,Preston NE,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Stoke City,Carl Dickinson,24.0,Left-Back,Portsmouth,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Jack Harrison,17.0,Midfielder,Stoke U18,-,in,0.0,Premier League,2010,2010/2011
Stoke City,Louis Moult,18.0,Centre-Forward,Mansfield Town,"End of loanMar 28, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Michael Tonge,27.0,Central Midfield,Preston NE,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Stoke City,Ben Marshall,20.0,Right Midfield,Carlisle United,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Andy Nicholls,18.0,Midfielder,Stoke U18,-,in,0.0,Premier League,2010,2010/2011
Stoke City,Louis Moult,18.0,Centre-Forward,Bradford,"End of loanJan 3, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Andrew Davies,26.0,Centre-Back,Walsall,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Stoke City,Liam Lawrence,29.0,Attacking Midfield,Portsmouth,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Stoke City,Ibrahima Sonko,29.0,Centre-Back,Hull City,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Stoke City,Andy Griffin,31.0,Right-Back,Reading,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Stoke City,Tuncay Sanli,29.0,Left Winger,VfL Wolfsburg,£4.05m,out,4.05,Premier League,2010,2010/2011
Stoke City,James Beattie,32.0,Centre-Forward,Rangers,£1.62m,out,1.62,Premier League,2010,2010/2011
Stoke City,Andy Griffin,31.0,Right-Back,Reading,£428k,out,0.428,Premier League,2010,2010/2011
Stoke City,Eidur Gudjohnsen,32.0,Centre-Forward,Fulham,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Michael Tonge,27.0,Central Midfield,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Ibrahima Sonko,29.0,Centre-Back,Portsmouth,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Andrew Davies,26.0,Centre-Back,Walsall,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Ben Marshall,19.0,Right Midfield,Carlisle United,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Louis Moult,18.0,Centre-Forward,Mansfield Town,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Liam Lawrence,28.0,Attacking Midfield,Portsmouth,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Andrew Davies,26.0,Centre-Back,Middlesbrough,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Matthew Lund,19.0,Central Midfield,Hereford Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Steve Simonsen,31.0,Goalkeeper,Sheffield Utd.,Free Transfer,out,0.0,Premier League,2010,2010/2011
Stoke City,Louis Moult,18.0,Centre-Forward,Bradford,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Carl Dickinson,23.0,Left-Back,Portsmouth,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Warwick Alexander,18.0,Forward,Rugby Town,Free Transfer,out,0.0,Premier League,2010,2010/2011
Stoke City,Alex Hedley,18.0,Defender,Nantwich Town,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Danny Pugh,28.0,Left-Back,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Amdy Fayé,33.0,Defensive Midfield,Leeds,Free Transfer,out,0.0,Premier League,2010,2010/2011
Stoke City,Diego Arismendi,22.0,Defensive Midfield,Barnsley FC,Loan,out,0.0,Premier League,2010,2010/2011
Stoke City,Liam Lawrence,29.0,Attacking Midfield,Portsmouth,?,out,,Premier League,2010,2010/2011
Stoke City,Dave Kitson,30.0,Centre-Forward,Portsmouth,?,out,,Premier League,2010,2010/2011
Stoke City,John Carew,31.0,Centre-Forward,Aston Villa,"End of loanMay 26, 2011",out,0.0,Premier League,2010,2010/2011
Stoke City,Jermaine Pennant,27.0,Right Winger,Real Zaragoza,"End of loanDec 31, 2010",out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Steven Fletcher,23.0,Centre-Forward,Burnley,£6.48m,in,6.48,Premier League,2010,2010/2011
Wolverhampton Wanderers,Stephen Hunt,28.0,Left Midfield,Hull City,£3.24m,in,3.24,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jelle Van Damme,26.0,Centre-Back,RSC Anderlecht,£2.93m,in,2.93,Premier League,2010,2010/2011
Wolverhampton Wanderers,Steven Mouyokolo,23.0,Centre-Back,Hull City,£2.70m,in,2.7,Premier League,2010,2010/2011
Wolverhampton Wanderers,Adlène Guédioura,24.0,Central Midfield,RSC Charleroi,£2.07m,in,2.07,Premier League,2010,2010/2011
Wolverhampton Wanderers,Adam Hammill,22.0,Right Winger,Barnsley FC,£540k,in,0.54,Premier League,2010,2010/2011
Wolverhampton Wanderers,Leigh Griffiths,20.0,Centre-Forward,Dundee FC,£158k,in,0.158,Premier League,2010,2010/2011
Wolverhampton Wanderers,Matt Doherty,18.0,Right-Back,Bohemians,£81k,in,0.081,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jamie O'Hara,24.0,Central Midfield,Spurs,Loan,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Marcus Bent,32.0,Centre-Forward,Birmingham,Loan,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Michael Mancienne,22.0,Centre-Back,Chelsea,Loan,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jake Cassidy,17.0,Centre-Forward,Airbus UK BFC,?,in,,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Vokes,21.0,Centre-Forward,Sheffield Utd.,"End of loanMar 23, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Nathan Rooney,17.0,Central Midfield,Wolves U18,-,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Greg Halford,26.0,Centre-Back,Portsmouth,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Ethan Ebanks-Landell,17.0,Centre-Back,Wolves U18,-,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jamie Reckord,19.0,Left-Back,Northampt. Town,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,John Dunleavy,19.0,Centre-Back,Barnet,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Carl Ikeme,24.0,Goalkeeper,Leicester,"End of loanNov 1, 2010",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Adriano Basso,35.0,Goalkeeper,Without Club,-,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jamie Reckord,18.0,Left-Back,Wolves U18,-,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Nathaniel Mendez-Laing,19.0,Right Winger,Peterborough,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Nathaniel Mendez-Laing,18.0,Right Winger,Wolves U18,-,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,David Davis,20.0,Central Midfield,Shrewsbury,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Andy Keogh,24.0,Centre-Forward,Bristol City,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,David Davis,19.0,Central Midfield,Walsall,"End of loanOct 17, 2010",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Vokes,21.0,Centre-Forward,Bristol City,"End of loanJan 1, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Danny Batth,20.0,Centre-Back,Sheffield Utd.,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Vokes,21.0,Centre-Forward,Norwich,"End of loanApr 22, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,John Dunleavy,18.0,Centre-Back,Wolves U18,-,in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Scott Malone,20.0,Left-Back,Burton Albion,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Winnall,20.0,Centre-Forward,Burton Albion,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Andy Keogh,24.0,Centre-Forward,Cardiff,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jelle Van Damme,27.0,Centre-Back,Standard Liège,£3.15m,out,3.15,Premier League,2010,2010/2011
Wolverhampton Wanderers,Andrew Surman,23.0,Central Midfield,Norwich,£1.51m,out,1.51,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jason Shackell,26.0,Centre-Back,Barnsley FC,£707k,out,0.7070000000000001,Premier League,2010,2010/2011
Wolverhampton Wanderers,Chris Iwelumo,31.0,Centre-Forward,Burnley,£428k,out,0.428,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Vokes,21.0,Centre-Forward,Norwich,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Matt Hill,29.0,Left-Back,Barnsley FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,John Dunleavy,19.0,Centre-Back,Barnet,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Vokes,20.0,Centre-Forward,Bristol City,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Winnall,20.0,Centre-Forward,Burton Albion,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Carl Ikeme,24.0,Goalkeeper,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Danny Batth,20.0,Centre-Back,Sheff Wed,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Scott Malone,19.0,Left-Back,Burton Albion,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Dan Jones,23.0,Left-Back,Sheff Wed,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Stefan Maierhofer,27.0,Centre-Forward,MSV Duisburg,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Andy Keogh,24.0,Centre-Forward,Bristol City,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Jamie Reckord,18.0,Left-Back,Northampt. Town,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Greg Halford,25.0,Centre-Back,Portsmouth,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Danny Batth,20.0,Centre-Back,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,George Friend,22.0,Left-Back,Doncaster,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Nathaniel Mendez-Laing,18.0,Right Winger,Peterborough,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,David Davis,19.0,Central Midfield,Shrewsbury,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Andy Keogh,24.0,Centre-Forward,Cardiff,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Sam Vokes,21.0,Centre-Forward,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,David Davis,19.0,Central Midfield,Walsall,Loan,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Marcus Bent,32.0,Centre-Forward,Birmingham,"End of loanDec 1, 2010",out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Matt Murray,29.0,Goalkeeper,Retired,-,out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Michael Mancienne,23.0,Centre-Back,Chelsea,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Segundo Castillo,28.0,Defensive Midfield,Red Star,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
Wolverhampton Wanderers,Adlène Guédioura,24.0,Central Midfield,RSC Charleroi,"End of loanJun 1, 2010",out,0.0,Premier League,2010,2010/2011
Chelsea FC,Fernando Torres,26.0,Centre-Forward,Liverpool,£52.65m,in,52.65,Premier League,2010,2010/2011
Chelsea FC,David Luiz,23.0,Centre-Back,Benfica,£22.50m,in,22.5,Premier League,2010,2010/2011
Chelsea FC,Ramires,23.0,Central Midfield,Benfica,£19.80m,in,19.8,Premier League,2010,2010/2011
Chelsea FC,Yossi Benayoun,30.0,Right Winger,Liverpool,£6.30m,in,6.3,Premier League,2010,2010/2011
Chelsea FC,Tomas Kalas,17.0,Centre-Back,Sigma Olomouc,£5.40m,in,5.4,Premier League,2010,2010/2011
Chelsea FC,Matej Delac,17.0,Goalkeeper,Inter Zapresic,£2.70m,in,2.7,Premier League,2010,2010/2011
Chelsea FC,Conor Clifford,19.0,Central Midfield,Notts County,"End of loanApr 7, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Conor Clifford,19.0,Central Midfield,Plymouth,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Patrick van Aanholt,20.0,Left-Back,Leicester,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Fabio Borini,20.0,Left Winger,Swansea,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Josh McEachran,17.0,Central Midfield,Chelsea Res.,-,in,0.0,Premier League,2010,2010/2011
Chelsea FC,Tomas Kalas,17.0,Centre-Back,Sigma Olomouc,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Gaël Kakuta,19.0,Left Winger,Fulham,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Jeffrey Bruma,19.0,Centre-Back,Leicester,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Michael Mancienne,23.0,Centre-Back,Wolves,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Milan Lalkovic,17.0,Left Winger,Chelsea U18,-,in,0.0,Premier League,2010,2010/2011
Chelsea FC,Jack Cork,21.0,Defensive Midfield,Burnley,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Ryan Bertrand,21.0,Left-Back,Nottm Forest,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Daniel Sturridge,21.0,Centre-Forward,Bolton,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Jacob Mellis,20.0,Central Midfield,Barnsley FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Miroslav Stoch,20.0,Left Winger,FC Twente,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Slobodan Rajkovic,21.0,Centre-Back,FC Twente,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Ryan Bertrand,20.0,Left-Back,Reading,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Chelsea FC,Ricardo Carvalho,32.0,Centre-Back,Real Madrid,£7.20m,out,7.2,Premier League,2010,2010/2011
Chelsea FC,Miroslav Stoch,20.0,Left Winger,Fenerbahce,£4.95m,out,4.95,Premier League,2010,2010/2011
Chelsea FC,Franco Di Santo,21.0,Centre-Forward,Wigan,£2.16m,out,2.16,Premier League,2010,2010/2011
Chelsea FC,Scott Sinclair,21.0,Left Midfield,Swansea,£540k,out,0.54,Premier League,2010,2010/2011
Chelsea FC,Patrick van Aanholt,20.0,Left-Back,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Slobodan Rajkovic,21.0,Centre-Back,Vitesse,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Conor Clifford,19.0,Central Midfield,Notts County,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Juliano Belletti,34.0,Right-Back,Fluminense,Free Transfer,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Michael Ballack,33.0,Central Midfield,Bay. Leverkusen,Free Transfer,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Deco,32.0,Attacking Midfield,Fluminense,Free Transfer,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Gaël Kakuta,19.0,Left Winger,Fulham,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Jack Cork,21.0,Defensive Midfield,Burnley,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Jacob Mellis,20.0,Central Midfield,Barnsley FC,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Matej Delac,17.0,Goalkeeper,Vitesse,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Fabio Borini,19.0,Left Winger,Swansea,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Conor Clifford,19.0,Central Midfield,Plymouth,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Ryan Bertrand,21.0,Left-Back,Nottm Forest,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Daniel Sturridge,21.0,Centre-Forward,Bolton,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Nemanja Matic,22.0,Defensive Midfield,Vitesse,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Jeffrey Bruma,19.0,Centre-Back,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Michael Mancienne,22.0,Centre-Back,Wolves,Loan,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Joe Cole,28.0,Attacking Midfield,Liverpool,Free Transfer,out,0.0,Premier League,2010,2010/2011
Chelsea FC,Tomas Kalas,17.0,Centre-Back,Sigma Olomouc,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Hatem Ben Arfa,23.0,Attacking Midfield,Marseille,£5.40m,in,5.4,Premier League,2010,2010/2011
Newcastle United,Cheik Tioté,24.0,Defensive Midfield,FC Twente,£3.85m,in,3.85,Premier League,2010,2010/2011
Newcastle United,Hatem Ben Arfa,23.0,Attacking Midfield,Marseille,Loan fee:£2.25m,in,2.25,Premier League,2010,2010/2011
Newcastle United,James Perch,24.0,Right-Back,Nottm Forest,£1.08m,in,1.08,Premier League,2010,2010/2011
Newcastle United,Sol Campbell,35.0,Centre-Back,Arsenal,Free Transfer,in,0.0,Premier League,2010,2010/2011
Newcastle United,Stephen Ireland,24.0,Attacking Midfield,Aston Villa,Loan,in,0.0,Premier League,2010,2010/2011
Newcastle United,Dan Gosling,20.0,Central Midfield,Everton,Free Transfer,in,0.0,Premier League,2010,2010/2011
Newcastle United,Shefki Kuqi,34.0,Centre-Forward,Swansea,Free Transfer,in,0.0,Premier League,2010,2010/2011
Newcastle United,Shane Ferguson,19.0,Left Midfield,Newcastle U23,-,in,0.0,Premier League,2010,2010/2011
Newcastle United,Stephen Folan,18.0,Centre-Back,Newcastle U18,-,in,0.0,Premier League,2010,2010/2011
Newcastle United,Tamás Kádár,20.0,Centre-Back,Huddersfield,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,James Tavernier,19.0,Right-Back,Gateshead FC,"End of loanMar 24, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Wayne Routledge,26.0,Left Winger,QPR,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Michael Richardson,18.0,Defensive Midfield,Newcastle U18,-,in,0.0,Premier League,2010,2010/2011
Newcastle United,Matthew Grieve,20.0,Centre-Back,Stockport,"End of loanFeb 7, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Ryan Donaldson,19.0,Attacking Midfield,Hartlepool Utd.,"End of loanMar 24, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Ben Tozer,21.0,Defensive Midfield,Northampt. Town,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Paul Dummett,18.0,Left-Back,Newcastle U18,-,in,0.0,Premier League,2010,2010/2011
