club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Aston Villa,Stephen Ireland,24.0,Attacking Midfield,Newcastle,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Arsenio Halfhuid,18.0,Centre-Back,Aston Villa U18,-,in,0.0,Premier League,2010,2010/2011
Aston Villa,Shane Lowry,21.0,Centre-Back,Sheffield Utd.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Jonathan Hogg,22.0,Central Midfield,Portsmouth,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Nathan Delfouneso,20.0,Centre-Forward,Burnley,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Curtis Davies,25.0,Centre-Back,Leicester,"End of loanJan 1, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Durrell Berry,18.0,Right-Back,Aston Villa U18,-,in,0.0,Premier League,2010,2010/2011
Aston Villa,Harry Forrester,19.0,Left Winger,Kilmarnock FC,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Aston Villa,Barry Bannan,21.0,Central Midfield,Leeds,"End of loanApr 1, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Brad Guzan,26.0,Goalkeeper,Hull City,"End of loanMay 8, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Eric Lichaj,22.0,Right-Back,Leeds,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,Harry Forrester,19.0,Left Winger,Aston Villa U23,-,in,0.0,Premier League,2010,2010/2011
Aston Villa,Nathan Baker,19.0,Centre-Back,Lincoln City,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Aston Villa,Chris Herd,21.0,Defensive Midfield,Lincoln City,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Aston Villa,James Milner,24.0,Central Midfield,Man City,£19.80m,out,19.8,Premier League,2010,2010/2011
Aston Villa,Curtis Davies,25.0,Centre-Back,Birmingham,£3.60m,out,3.6,Premier League,2010,2010/2011
Aston Villa,Nicky Shorey,29.0,Left-Back,West Brom,£1.62m,out,1.62,Premier League,2010,2010/2011
Aston Villa,Steve Sidwell,28.0,Central Midfield,Fulham,£540k,out,0.54,Premier League,2010,2010/2011
Aston Villa,Eric Lichaj,22.0,Right-Back,Leeds,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,David Bevan,21.0,Goalkeeper,Walsall,Free Transfer,out,0.0,Premier League,2010,2010/2011
Aston Villa,Shane Lowry,21.0,Centre-Back,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Arsenio Halfhuid,19.0,Centre-Back,FC Volendam,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Nathan Delfouneso,20.0,Centre-Forward,Burnley,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Stephen O'Halloran,22.0,Left-Back,Coventry,Free Transfer,out,0.0,Premier League,2010,2010/2011
Aston Villa,Curtis Davies,25.0,Centre-Back,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Jonathan Hogg,22.0,Central Midfield,Portsmouth,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Stephen Ireland,24.0,Attacking Midfield,Newcastle,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Barry Bannan,21.0,Central Midfield,Leeds,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Marlon Harewood,30.0,Centre-Forward,Blackpool,Free Transfer,out,0.0,Premier League,2010,2010/2011
Aston Villa,Wilfred Bouma,32.0,Left-Back,PSV Eindhoven,Free Transfer,out,0.0,Premier League,2010,2010/2011
Aston Villa,Brad Guzan,26.0,Goalkeeper,Hull City,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Harry Forrester,19.0,Left Winger,Kilmarnock FC,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,John Carew,31.0,Centre-Forward,Stoke City,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Isaiah Osbourne,23.0,Defensive Midfield,Sheff Wed,Loan,out,0.0,Premier League,2010,2010/2011
Aston Villa,Kyle Walker,21.0,Right-Back,Spurs,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
West Ham United,Pablo Barrera,23.0,Right Winger,UNAM Pumas,£4.32m,in,4.32,Premier League,2010,2010/2011
West Ham United,Winston Reid,22.0,Centre-Back,FC Midtjylland,£3.78m,in,3.78,Premier League,2010,2010/2011
West Ham United,Gary O'Neil,27.0,Central Midfield,Middlesbrough,£2.61m,in,2.61,Premier League,2010,2010/2011
West Ham United,Robbie Keane,30.0,Centre-Forward,Spurs,Loan fee:£1.08m,in,1.08,Premier League,2010,2010/2011
West Ham United,Frédéric Piquionne,31.0,Centre-Forward,Olympique Lyon,£1.08m,in,1.08,Premier League,2010,2010/2011
West Ham United,Demba Ba,25.0,Centre-Forward,TSG Hoffenheim,£720k,in,0.72,Premier League,2010,2010/2011
West Ham United,Wayne Bridge,30.0,Left-Back,Man City,Loan fee:£315k,in,0.315,Premier League,2010,2010/2011
West Ham United,Ruud Boffin,22.0,Goalkeeper,MVV Maastricht,£270k,in,0.27,Premier League,2010,2010/2011
West Ham United,Paul McCallum,17.0,Centre-Forward,Dulwich Hamlet FC,£68k,in,0.068,Premier League,2010,2010/2011
West Ham United,Lars Jacobsen,30.0,Right-Back,Blackburn,Free Transfer,in,0.0,Premier League,2010,2010/2011
West Ham United,Thomas Hitzlsperger,28.0,Central Midfield,Lazio,Free Transfer,in,0.0,Premier League,2010,2010/2011
West Ham United,Tal Ben Haim,28.0,Centre-Back,Portsmouth,Loan,in,0.0,Premier League,2010,2010/2011
West Ham United,Victor Obinna,23.0,Second Striker,Inter,Loan,in,0.0,Premier League,2010,2010/2011
West Ham United,Frank Nouble,19.0,Centre-Forward,Swansea,"End of loanOct 26, 2010",in,0.0,Premier League,2010,2010/2011
West Ham United,Frank Nouble,19.0,Centre-Forward,Charlton,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
West Ham United,Kieron Dyer,32.0,Right Midfield,Ipswich,"End of loanApr 11, 2011",in,0.0,Premier League,2010,2010/2011
West Ham United,Freddie Sears,21.0,Second Striker,Scunthorpe Utd.,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
West Ham United,Frank Nouble,19.0,Centre-Forward,Barnsley FC,"End of loanFeb 28, 2011",in,0.0,Premier League,2010,2010/2011
West Ham United,Olly Lee,19.0,Central Midfield,Dag & Red FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
West Ham United,Alessandro Diamanti,27.0,Second Striker,Brescia,£1.98m,out,1.98,Premier League,2010,2010/2011
West Ham United,Valon Behrami,25.0,Defensive Midfield,Fiorentina,£1.80m,out,1.8,Premier League,2010,2010/2011
West Ham United,Fabio Daprelà,19.0,Centre-Back,Brescia,£675k,out,0.675,Premier League,2010,2010/2011
West Ham United,Danny Kearns,18.0,Right Midfield,Dundalk FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Ham United,Jordan Spence,20.0,Right-Back,Bristol City,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Freddie Sears,20.0,Second Striker,Scunthorpe Utd.,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Olly Lee,19.0,Central Midfield,Dag & Red FC,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Danny Uchechi,20.0,Attacking Midfield,FC Dender,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Ham United,Frank Nouble,19.0,Centre-Forward,Barnsley FC,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Frank Nouble,18.0,Centre-Forward,Swansea,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Frank Nouble,19.0,Centre-Forward,Charlton,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Kieron Dyer,32.0,Right Midfield,Ipswich,Loan,out,0.0,Premier League,2010,2010/2011
West Ham United,Terry Dixon,20.0,Centre-Forward,Stevenage FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Ham United,Robbie Keane,30.0,Centre-Forward,Spurs,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
West Ham United,Ilan,29.0,Centre-Forward,Without Club,-,out,0.0,Premier League,2010,2010/2011
West Ham United,Wayne Bridge,30.0,Left-Back,Man City,"End of loanMay 23, 2011",out,0.0,Premier League,2010,2010/2011
West Ham United,Guillermo Franco,33.0,Centre-Forward,Without Club,-,out,0.0,Premier League,2010,2010/2011
West Ham United,Tony Brookes,19.0,Centre-Back,Without Club,-,out,0.0,Premier League,2010,2010/2011
West Ham United,Tal Ben Haim,28.0,Centre-Back,Portsmouth,"End of loanDec 31, 2010",out,0.0,Premier League,2010,2010/2011
West Ham United,Benni McCarthy,33.0,Centre-Forward,Without Club,-,out,0.0,Premier League,2010,2010/2011
Everton FC,Magaye Gueye,19.0,Centre-Forward,R. Strasbourg,£1.26m,in,1.26,Premier League,2010,2010/2011
Everton FC,Apostolos Vellios,19.0,Centre-Forward,Iraklis,£270k,in,0.27,Premier League,2010,2010/2011
Everton FC,Jan Mucha,27.0,Goalkeeper,Legia Warszawa,Free Transfer,in,0.0,Premier League,2010,2010/2011
Everton FC,Jermaine Beckford,26.0,Centre-Forward,Leeds,Free Transfer,in,0.0,Premier League,2010,2010/2011
Everton FC,Kieran Agard,21.0,Centre-Forward,Peterborough,"End of loanJan 30, 2011",in,0.0,Premier League,2010,2010/2011
Everton FC,Kieran Agard,21.0,Centre-Forward,Kilmarnock FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Everton FC,Shane Duffy,18.0,Centre-Back,Everton U18,-,in,0.0,Premier League,2010,2010/2011
Everton FC,Iain Turner,26.0,Goalkeeper,Coventry,"End of loanSep 1, 2010",in,0.0,Premier League,2010,2010/2011
Everton FC,James Vaughan,22.0,Centre-Forward,Crystal Palace,"End of loanMay 20, 2011",in,0.0,Premier League,2010,2010/2011
Everton FC,Shane Duffy,19.0,Centre-Back,Burnley,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Everton FC,Gerard Kinsella,18.0,Central Midfield,Everton U18,-,in,0.0,Premier League,2010,2010/2011
Everton FC,Iain Turner,27.0,Goalkeeper,Preston NE,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Everton FC,Nathan Craig,18.0,Left Midfield,Everton U18,-,in,0.0,Premier League,2010,2010/2011
Everton FC,Steven Pienaar,28.0,Left Winger,Spurs,£3.24m,out,3.24,Premier League,2010,2010/2011
Everton FC,Yakubu Aiyegbeni,28.0,Centre-Forward,Leicester,Loan fee:£1.08m,out,1.08,Premier League,2010,2010/2011
Everton FC,Lukas Jutkiewicz,21.0,Centre-Forward,Coventry,£540k,out,0.54,Premier League,2010,2010/2011
Everton FC,John Ruddy,23.0,Goalkeeper,Norwich,£540k,out,0.54,Premier League,2010,2010/2011
Everton FC,Joseph Yobo,29.0,Centre-Back,Fenerbahce,Loan fee:£540k,out,0.54,Premier League,2010,2010/2011
Everton FC,Iain Turner,27.0,Goalkeeper,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Everton FC,Dan Gosling,20.0,Central Midfield,Newcastle,Free Transfer,out,0.0,Premier League,2010,2010/2011
Everton FC,James Vaughan,22.0,Centre-Forward,Crystal Palace,Loan,out,0.0,Premier League,2010,2010/2011
Everton FC,Kieran Agard,21.0,Centre-Forward,Peterborough,Loan,out,0.0,Premier League,2010,2010/2011
Everton FC,Kieran Agard,21.0,Centre-Forward,Kilmarnock FC,Loan,out,0.0,Premier League,2010,2010/2011
Everton FC,Anton Peterlin,23.0,Central Midfield,Plymouth,Free Transfer,out,0.0,Premier League,2010,2010/2011
Everton FC,Shane Duffy,19.0,Centre-Back,Burnley,Loan,out,0.0,Premier League,2010,2010/2011
Everton FC,Carlo Nash,36.0,Goalkeeper,Stoke City,Free Transfer,out,0.0,Premier League,2010,2010/2011
Everton FC,Iain Turner,26.0,Goalkeeper,Coventry,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Andy Carroll,22.0,Centre-Forward,Newcastle,£36.90m,in,36.9,Premier League,2010,2010/2011
Liverpool FC,Luis Suárez,24.0,Centre-Forward,Ajax,£23.85m,in,23.85,Premier League,2010,2010/2011
Liverpool FC,Raúl Meireles,27.0,Central Midfield,FC Porto,£11.70m,in,11.7,Premier League,2010,2010/2011
Liverpool FC,Christian Poulsen,30.0,Defensive Midfield,Juventus,£4.93m,in,4.93,Premier League,2010,2010/2011
Liverpool FC,Paul Konchesky,29.0,Left-Back,Fulham,£3.60m,in,3.6,Premier League,2010,2010/2011
Liverpool FC,Brad Jones,28.0,Goalkeeper,Middlesbrough,£2.52m,in,2.52,Premier League,2010,2010/2011
Liverpool FC,Danny Wilson,18.0,Centre-Back,Rangers,£2.48m,in,2.48,Premier League,2010,2010/2011
Liverpool FC,Jonjo Shelvey,18.0,Central Midfield,Charlton,£1.80m,in,1.8,Premier League,2010,2010/2011
Liverpool FC,Milan Jovanovic,29.0,Left Winger,Standard Liège,Free Transfer,in,0.0,Premier League,2010,2010/2011
Liverpool FC,Joe Cole,28.0,Attacking Midfield,Chelsea,Free Transfer,in,0.0,Premier League,2010,2010/2011
Liverpool FC,Jon Flanagan,18.0,Right-Back,Liverpool U18,-,in,0.0,Premier League,2010,2010/2011
Liverpool FC,Stephen Darby,22.0,Right-Back,Notts County,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Péter Gulácsi,20.0,Goalkeeper,Tranmere Rovers,"End of loanNov 24, 2010",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Brad Jones,29.0,Goalkeeper,Derby,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Jack Robinson,16.0,Left-Back,Liverpool U18,-,in,0.0,Premier League,2010,2010/2011
Liverpool FC,Michael Ngoo,17.0,Centre-Forward,Liverpool U18,-,in,0.0,Premier League,2010,2010/2011
Liverpool FC,Paul Konchesky,29.0,Left-Back,Nottm Forest,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Daniel Ayala,20.0,Centre-Back,Derby,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Nathan Eccleston,20.0,Centre-Forward,Charlton,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Daniel Ayala,20.0,Centre-Back,Hull City,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Dani Pacheco,20.0,Left Winger,Norwich,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Nikolay Mihaylov,22.0,Goalkeeper,FC Twente,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Charles Itandje,27.0,Goalkeeper,AO Kavala,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Liverpool FC,András Simon,20.0,Centre-Forward,Córdoba CF,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Krisztián Németh,21.0,Centre-Forward,AEK Athens,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Liverpool FC,Fernando Torres,26.0,Centre-Forward,Chelsea,£52.65m,out,52.65,Premier League,2010,2010/2011
Liverpool FC,Javier Mascherano,26.0,Defensive Midfield,FC Barcelona,£18.00m,out,18.0,Premier League,2010,2010/2011
Liverpool FC,Yossi Benayoun,30.0,Right Winger,Chelsea,£6.30m,out,6.3,Premier League,2010,2010/2011
Liverpool FC,Ryan Babel,24.0,Left Winger,TSG Hoffenheim,£6.30m,out,6.3,Premier League,2010,2010/2011
Liverpool FC,Albert Riera,28.0,Left Winger,Olympiacos,£5.40m,out,5.4,Premier League,2010,2010/2011
Liverpool FC,Krisztián Németh,21.0,Centre-Forward,Olympiacos,£1.08m,out,1.08,Premier League,2010,2010/2011
Liverpool FC,Damien Plessis,22.0,Defensive Midfield,Panathinaikos,£720k,out,0.72,Premier League,2010,2010/2011
Liverpool FC,Emiliano Insúa,21.0,Left-Back,Galatasaray,Loan fee:£675k,out,0.675,Premier League,2010,2010/2011
Liverpool FC,Nabil El Zhar,24.0,Right Winger,PAOK Salonika,Loan fee:£225k,out,0.225,Premier League,2010,2010/2011
Liverpool FC,Nathan Eccleston,20.0,Centre-Forward,Charlton,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Diego Cavalieri,27.0,Goalkeeper,Cesena,Free Transfer,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Brad Jones,28.0,Goalkeeper,Derby,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Daniel Ayala,19.0,Centre-Back,Hull City,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,David Martin,24.0,Goalkeeper,MK Dons,Free Transfer,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Charles Itandje,28.0,Goalkeeper,Atromitos Athen,Free Transfer,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Alberto Aquilani,26.0,Central Midfield,Juventus,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Paul Konchesky,29.0,Left-Back,Nottm Forest,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Daniel Ayala,20.0,Centre-Back,Derby,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Nikolay Mihaylov,22.0,Goalkeeper,FC Twente,Free Transfer,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Stephen Darby,22.0,Right-Back,Notts County,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,András Simon,20.0,Centre-Forward,Excelsior,Free Transfer,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Dani Pacheco,20.0,Left Winger,Norwich,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Péter Gulácsi,20.0,Goalkeeper,Tranmere Rovers,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Robbie Threlfall,21.0,Left-Back,Bradford,Free Transfer,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Philipp Degen,27.0,Right-Back,VfB Stuttgart,Loan,out,0.0,Premier League,2010,2010/2011
Liverpool FC,Lauri Dalla Valle,18.0,Centre-Forward,Fulham U23,?,out,,Premier League,2010,2010/2011
Tottenham Hotspur,Rafael van der Vaart,27.0,Attacking Midfield,Real Madrid,£9.45m,in,9.45,Premier League,2010,2010/2011
Tottenham Hotspur,Sandro,21.0,Defensive Midfield,Internacional,£9.00m,in,9.0,Premier League,2010,2010/2011
Tottenham Hotspur,Steven Pienaar,28.0,Left Winger,Everton,£3.24m,in,3.24,Premier League,2010,2010/2011
Tottenham Hotspur,Bongani Khumalo,23.0,Centre-Back,SuperSport Utd.,£1.62m,in,1.62,Premier League,2010,2010/2011
Tottenham Hotspur,Stipe Pletikosa,31.0,Goalkeeper,Spartak Moscow,Loan fee:£630k,in,0.63,Premier League,2010,2010/2011
Tottenham Hotspur,William Gallas,33.0,Centre-Back,Arsenal,Free Transfer,in,0.0,Premier League,2010,2010/2011
