Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,BbAvH,BbAvD,BbAvA
E0,16/09/2002,Birmingham,Aston Villa,3,0,H,1,0,H,D Elleray,12,8,5,1,18,13,9,6,3,2,0,0,2.5,3,2.625,2.55,3.17,2.81,2.5,3,2.5,2.375,3,2.75,2.38,3.2,2.63,2.4,3.2,2.7,2.5,3.1,2.5,2.01,1.72,,,2.457857143,3.095714286,2.645
E0,21/09/2002,Arsenal,Bolton,2,1,H,1,0,H,D Pugh,14,8,9,3,12,11,8,1,1,3,0,1,1.2,5.5,10,1.28,5.2,11,1.25,4.5,9,1.2,5,11,1.2,5.5,10,1.222,5.5,11,1.22,5,9.5,1.62,2.05,,,1.224571429,5.171428571,10.21428571
E0,21/09/2002,Liverpool,West Brom,2,0,H,0,0,D,D Elleray,23,5,14,2,8,11,9,2,2,2,0,1,1.25,4.5,11,1.32,4.75,9.5,1.3,4.2,8,1.286,4.333,9,1.29,4.5,8.5,1.3,4.5,10,1.33,4,8,1.77,1.95,,,1.296571429,4.397571429,9.142857143
E0,21/09/2002,Man United,Tottenham,1,0,H,0,0,D,R Styles,16,10,9,5,11,8,10,5,1,1,0,0,1.444,3.75,6.5,1.45,3.9,6.5,1.4,3.9,6,1.5,3.4,6,1.44,3.6,7,1.5,3.6,6.5,1.44,3.6,6.5,1.63,2.1,,,1.453428571,3.678571429,6.428571429
E0,21/09/2002,Middlesbrough,Birmingham,1,0,H,1,0,H,A D'Urso,9,12,4,3,22,13,6,3,3,4,0,0,1.667,3.4,4.5,1.72,3.3,4.55,1.75,3.2,4,1.667,3.25,4.5,1.73,3.25,4.33,1.727,3.4,4.5,1.66,3.3,4.5,1.9,1.7,,,1.703,3.3,4.411428571
E0,21/09/2002,Newcastle,Sunderland,2,0,H,2,0,H,M Riley,11,8,6,4,8,15,8,3,2,4,0,0,1.727,3.2,4.5,1.7,3.32,4.6,1.8,3.1,3.8,1.667,3.25,4.5,1.73,3.25,4.33,1.727,3.4,4.5,1.66,3.3,4.5,1.82,1.85,,,1.715857143,3.26,4.39
E0,21/09/2002,Southampton,Charlton,0,0,D,0,0,D,P Dowd,13,6,5,5,24,14,5,3,2,1,0,0,2,3.25,3.25,2.1,3.25,3.45,2.1,3,3.1,1.909,3.25,3.4,2,3.25,3.25,2.1,3.25,3.25,2,3.2,3.2,1.95,1.7,,,2.029857143,3.207142857,3.271428571
E0,21/09/2002,West Ham,Man City,0,0,D,0,0,D,G Barber,9,8,5,6,12,6,8,4,2,0,0,0,2.1,3.25,3,2.05,3.35,3.2,2,3.1,3.2,2,3.4,3,2.1,3.25,3,2.05,3.2,3.25,2.1,3.25,2.9,1.72,1.9,,,2.057142857,3.257142857,3.078571429
E0,22/09/2002,Aston Villa,Everton,3,2,H,1,0,H,J Winter,12,14,8,7,13,15,5,5,0,1,0,0,1.833,3.25,3.75,1.85,3.2,4,1.85,3.1,3.6,1.8,3.2,4,1.91,3.25,3.5,1.909,3.2,3.8,1.9,3.1,3.6,2.02,1.75,,,1.864571429,3.185714286,3.75
E0,22/09/2002,Blackburn,Leeds,1,0,H,1,0,H,G Poll,11,7,7,5,24,14,7,2,1,2,0,0,2.75,3.25,2.25,2.75,3.2,2.3,2.9,3,2.2,2.6,3.2,2.375,2.63,3.2,2.38,2.8,3.2,2.3,2.6,3.1,2.4,1.82,1.85,,,2.718571429,3.164285714,2.315
E0,23/09/2002,Fulham,Chelsea,0,0,D,0,0,D,P Durkin,8,11,3,4,16,15,5,3,1,0,0,0,2.625,3,2.5,2.65,3.15,2.47,2.7,3,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.375,2.5,3.1,2.5,1.7,1.92,,,2.675,3.135714286,2.377857143
E0,28/09/2002,Birmingham,Newcastle,0,2,A,0,1,A,S Bennett,11,13,5,6,18,9,5,10,3,0,0,0,2.625,3.2,2.375,2.55,3.05,2.45,2.7,3,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.6,3.2,2.5,2.75,3.2,2.25,1.75,1.85,,,2.603571429,3.157142857,2.396428571
E0,28/09/2002,Bolton,Southampton,1,1,D,0,0,D,U Rennie,19,10,10,6,5,16,9,7,1,0,0,0,2,3.25,3.25,2.05,3.29,3.45,2,3.1,3.2,2.2,3.2,2.8,2,3.25,3.25,2,3.25,3.5,2,3.2,3.2,1.95,1.65,,,2.035714286,3.22,3.235714286
E0,28/09/2002,Charlton,Man United,1,3,A,1,0,H,D Gallagher,7,13,3,7,12,8,3,6,2,3,0,0,4.5,3.4,1.667,4.9,3.45,1.68,4.2,3.2,1.7,4.33,3.2,1.73,4.5,3.4,1.67,5,3.4,1.67,4.5,3.3,1.66,1.65,1.95,,,4.561428571,3.335714286,1.682428571
E0,28/09/2002,Chelsea,West Ham,2,3,A,1,1,D,M Dean,12,16,9,11,17,7,5,7,1,4,0,0,1.571,3.4,5.5,1.58,3.5,6,1.6,3.4,4.6,1.5,3.4,6,1.53,3.4,6,1.571,3.4,6,1.57,3.3,5.5,1.7,1.9,,,1.560285714,3.4,5.657142857
E0,28/09/2002,Everton,Fulham,2,0,H,2,0,H,S Dunn,15,12,9,6,13,18,8,4,1,3,0,0,2.25,3.25,2.75,2.41,3.15,2.82,2.4,3,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.3,3.2,2.8,2.5,3.1,2.5,1.9,1.7,,,2.355714286,3.157142857,2.692857143
E0,28/09/2002,Leeds,Arsenal,1,4,A,0,2,A,A Wiley,9,7,3,6,14,15,4,4,4,2,0,0,3,3.25,2.1,3.15,3.22,2.31,2.9,3,2.2,2.8,3.2,2.2,3,3.25,2.1,3,3.25,2.2,3.2,3.2,2,1.75,1.92,,,3.007142857,3.195714286,2.158571429
E0,28/09/2002,Man City,Liverpool,0,3,A,0,1,A,P Durkin,14,9,6,6,7,9,12,3,0,0,0,0,2.8,3.25,2.2,3.05,3.25,2.23,2.9,3,2.2,3,3.4,2,2.8,3.25,2.2,3,3.25,2.2,3,3.2,2.1,1.75,1.85,,,2.935714286,3.228571429,2.161428571
E0,28/09/2002,Sunderland,Aston Villa,1,0,H,0,0,D,N Barry,8,12,6,5,20,10,5,12,3,3,0,0,2.375,3,2.75,2.38,3.15,2.8,2.3,3,2.7,2.38,3.2,2.6,2.38,3.2,2.63,2.38,3.1,2.88,2.4,3.1,2.6,2.18,1.6,,,2.370714286,3.107142857,2.708571429
E0,28/09/2002,Tottenham,Middlesbrough,0,3,A,0,1,A,G Poll,12,18,4,12,9,11,4,11,1,1,0,0,1.833,3.25,3.75,1.93,3.3,3.9,1.9,3.1,3.5,1.73,3.4,4,1.8,3.2,4,1.909,3.25,3.75,1.83,3.2,3.75,1.8,1.8,,,1.847428571,3.242857143,3.807142857
E0,30/09/2002,West Brom,Blackburn,0,2,A,0,0,D,M Halsey,9,10,8,5,14,15,7,2,1,1,0,0,2.6,3.2,2.4,2.47,3.27,2.6,2.5,3,2.5,2.6,3.2,2.38,2.5,3.2,2.5,2.6,3.2,2.5,2.6,3.1,2.4,1.9,1.87,,,2.552857143,3.167142857,2.468571429
E0,5/10/2002,Middlesbrough,Bolton,2,0,H,1,0,H,C Wilkes,13,11,2,4,9,10,5,5,0,3,0,0,1.533,3.5,5.5,1.67,3.42,4.81,1.6,3.4,4.6,1.57,3.5,5,1.53,3.4,6,1.571,3.5,5.75,1.57,3.3,5.5,1.95,1.65,,,1.577714286,3.431428571,5.308571429
E0,5/10/2002,Newcastle,West Brom,2,1,H,1,1,D,C Foy,14,5,8,3,11,9,11,6,1,2,0,0,1.4,3.75,7.5,1.48,3.85,7.25,1.45,3.8,5.4,1.4,3.75,7,1.44,3.5,7,1.364,4,9,1.36,3.75,8,1.8,1.8,,,1.413428571,3.771428571,7.307142857
E0,5/10/2002,Southampton,Man City,2,0,H,2,0,H,M Messias,19,11,13,4,15,9,8,5,2,2,1,0,2.3,3.2,2.7,2.36,3.2,2.82,2.3,3,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.375,3.2,2.75,2.37,3.1,2.62,1.9,1.7,,,2.307857143,3.171428571,2.727142857
E0,5/10/2002,West Ham,Birmingham,1,2,A,1,2,A,P Dowd,13,10,6,4,20,11,8,2,2,1,0,0,1.727,3.25,4.333,1.73,3.35,4.5,1.65,3.3,4.4,1.67,3.4,4.33,1.73,3.25,4.33,1.667,3.4,4.75,1.72,3.25,4.2,1.75,1.85,,,1.699142857,3.314285714,4.406142857
E0,6/10/2002,Arsenal,Sunderland,3,1,H,3,0,H,D Elleray,9,4,5,2,9,7,15,0,0,0,0,0,1.167,5.5,13,1.23,5.35,13.5,1.2,5,10,1.17,5.5,12,1.17,5.5,13,1.182,6,12,1.14,6,12,1.55,2.15,,,1.179857143,5.55,12.21428571
E0,6/10/2002,Aston Villa,Leeds,0,0,D,0,0,D,M Halsey,16,6,5,3,11,10,14,6,1,1,0,0,2.6,3.2,2.4,2.58,3.15,2.63,2.5,3,2.5,2.75,3,2.38,2.75,3.25,2.25,2.7,3.2,2.4,2.6,3.1,2.4,1.9,1.7,,,2.64,3.128571429,2.422857143
E0,6/10/2002,Blackburn,Tottenham,1,2,A,0,1,A,A D'Urso,12,9,7,6,17,11,6,3,1,0,0,0,2.1,3.25,3,2.2,3.2,3,2.1,3,3.1,2,3.2,3.2,2.1,3.25,3,2.05,3.25,3.2,2.1,3.2,3,1.75,1.85,,,2.092857143,3.192857143,3.071428571
E0,6/10/2002,Fulham,Charlton,1,0,H,1,0,H,J Winter,9,14,5,7,9,13,4,8,1,2,0,0,1.667,3.4,4.5,1.76,3.3,4.4,1.8,3.1,3.8,1.73,3.2,4.33,1.67,3.4,4.5,1.7,3.4,4.75,1.72,3.2,4.33,1.85,1.75,,,1.721,3.285714286,4.372857143
E0,6/10/2002,Liverpool,Chelsea,1,0,H,0,0,D,G Barber,12,8,8,0,10,13,3,1,0,2,0,0,1.727,3.25,4.333,1.75,3.3,4.4,1.75,3.2,4,1.73,3.2,4.33,1.83,3.25,3.75,1.727,3.25,4.5,1.83,3.2,3.75,1.7,1.9,,,1.763428571,3.235714286,4.151857143
E0,7/10/2002,Man United,Everton,3,0,H,0,0,D,M Riley,17,8,12,4,14,12,7,1,0,2,0,1,1.3,4.5,8,1.29,4.75,9.5,1.25,4.5,9,1.29,4.33,9,1.25,4.5,10,1.286,4.5,10,1.28,4.5,8,1.57,2.15,,,1.278,4.511428571,9.071428571
E0,19/10/2002,Blackburn,Newcastle,5,2,H,2,1,H,A Wiley,21,5,11,5,16,9,7,5,0,2,0,1,2.3,3.2,2.7,2.5,3.15,2.75,2.2,3,2.9,2.4,3.25,2.5,2.38,3.2,2.62,2.4,3.2,2.7,2.3,3.1,2.75,1.9,1.87,,,2.354285714,3.157142857,2.702857143
E0,19/10/2002,Everton,Arsenal,2,1,H,1,1,D,U Rennie,10,9,6,3,18,13,8,5,3,1,0,0,5.5,3.5,1.533,5.25,3.5,1.64,4.4,3.3,1.65,5,3.5,1.57,5.5,3.25,1.62,5.5,3.4,1.615,5.5,3.3,1.57,1.8,1.9,,,5.235714286,3.392857143,1.599714286
E0,19/10/2002,Fulham,Man United,1,1,D,1,0,H,M Dean,12,8,6,5,9,13,6,1,1,3,0,0,4.333,3.25,1.727,4,3.35,1.83,3.8,3.1,1.8,4,3.2,1.8,4,3.2,1.83,4,3.4,1.8,3.8,3.25,1.8,1.72,2.01,,,3.990428571,3.25,1.798142857
E0,19/10/2002,Leeds,Liverpool,0,1,A,0,0,D,S Dunn,12,13,5,6,13,13,9,9,1,2,0,0,2.75,3,2.375,2.91,3.17,2.42,2.6,3.1,2.3,2.6,3.2,2.38,2.62,3,2.5,2.75,3.2,2.375,2.87,3.1,2.2,1.75,1.98,,,2.728571429,3.11,2.364285714
E0,19/10/2002,Man City,Chelsea,0,3,A,0,0,D,D Gallagher,11,8,8,6,11,10,3,7,1,2,0,0,2.6,3.2,2.4,2.81,3.15,2.45,2.5,3,2.5,2.6,3.2,2.38,2.75,3.25,2.25,2.6,3.2,2.5,2.62,3.1,2.37,1.75,1.88,,,2.64,3.157142857,2.407142857
E0,19/10/2002,Sunderland,West Ham,0,1,A,0,1,A,G Barber,7,7,2,1,16,17,9,4,1,1,0,0,2,3.25,3.25,2.15,3.25,3.25,1.9,3.1,3.5,2.1,3.2,3,2.2,3.2,2.88,2.1,3.2,3.25,2.2,3.1,2.87,1.95,1.82,,,2.092857143,3.185714286,3.142857143
E0,19/10/2002,West Brom,Birmingham,1,1,D,0,0,D,G Poll,18,7,7,1,15,12,12,2,3,2,0,1,2.375,3,2.75,2.4,3.1,2.8,2.3,3,2.7,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.25,2.8,2.25,3.2,2.75,2,1.8,,,2.303571429,3.142857143,2.757142857
E0,20/10/2002,Charlton,Middlesbrough,1,0,H,1,0,H,N Barry,14,9,7,5,11,19,5,4,1,3,0,0,2.8,3.2,2.25,2.96,3.3,2.25,2.5,3,2.5,2.6,3.2,2.38,2.75,3.25,2.25,2.8,3.2,2.3,2.75,3.2,2.25,1.93,1.7,,,2.737142857,3.192857143,2.311428571
E0,20/10/2002,Tottenham,Bolton,3,1,H,0,0,D,P Durkin,6,5,3,1,8,11,7,3,0,1,0,0,1.533,3.5,5.5,1.58,3.5,5.4,1.6,3.4,4.6,1.5,3.4,6,1.62,3.4,5,1.571,3.4,6,1.57,3.3,5.5,1.7,1.93,,,1.567714286,3.414285714,5.428571429
E0,21/10/2002,Aston Villa,Southampton,0,1,A,0,0,D,S Bennett,18,13,11,7,13,11,7,4,3,1,1,0,1.727,3.25,4.333,1.85,3.36,4.25,1.85,3.1,3.6,1.8,3.2,4,1.8,3.25,4,1.8,3.25,4.333,1.8,3.1,4,2.1,1.7,,,1.803857143,3.215714286,4.073714286
E0,23/10/2002,Fulham,West Ham,0,1,A,0,0,D,R Styles,6,6,2,4,18,11,7,6,2,3,1,0,1.8,3.25,4,1.9,3.25,4,1.9,3.1,3.5,1.8,3.25,3.75,1.8,3.25,4,1.909,3.25,3.75,1.8,3.1,4,1.9,1.85,,,1.844142857,3.207142857,3.857142857
E0,26/10/2002,Arsenal,Blackburn,1,2,A,1,1,D,G Barber,19,3,9,2,11,14,15,3,1,3,0,1,1.3,4.5,8,1.39,4.2,7.3,1.45,3.8,5.4,1.29,4.5,8,1.36,3.75,8.5,1.333,4.5,8,1.28,4.5,8,1.65,2.11,,,1.343285714,4.25,7.6
E0,26/10/2002,Birmingham,Man City,0,2,A,0,1,A,S Bennett,9,8,4,4,10,16,6,1,2,2,0,0,2.1,3.25,3,2.21,3.25,3.02,2.2,3,2.9,2,3.4,3,2.1,3.25,3,2.2,3.25,2.9,2.1,3.2,3,1.85,1.85,,,2.13,3.228571429,2.974285714
E0,26/10/2002,Chelsea,West Brom,2,0,H,1,0,H,S Dunn,10,7,5,5,6,7,5,5,0,1,0,0,1.4,3.75,7.5,1.39,4.15,8.1,1.4,3.9,6,1.4,3.75,7,1.4,3.6,8,1.333,4.2,8.5,1.33,4,8,1.7,2,,,1.379,3.907142857,7.585714286
E0,26/10/2002,Liverpool,Tottenham,2,1,H,0,0,D,M Riley,9,10,5,8,11,19,5,7,2,4,0,0,1.533,3.5,5.5,1.63,3.45,5.85,1.5,3.7,5,1.5,3.4,6,1.53,3.4,6,1.533,3.5,6,1.5,3.4,6,1.75,2,,,1.532285714,3.478571429,5.764285714
E0,26/10/2002,Man United,Aston Villa,1,1,D,0,1,A,G Poll,15,9,6,3,7,16,8,5,1,0,0,0,1.3,4.5,8,1.33,4.8,7.1,1.3,4.2,8,1.25,4.5,10,1.29,4.33,10,1.3,4.5,9,1.3,4.33,8,1.7,2.1,,,1.295714286,4.451428571,8.585714286
E0,26/10/2002,Middlesbrough,Leeds,2,2,D,1,1,D,R Styles,16,7,7,7,17,17,11,2,3,2,1,1,2.2,3.25,2.8,2.42,3.25,2.65,2.2,3,2.9,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.93,1.85,,,2.245714286,3.2,2.778571429
E0,26/10/2002,Newcastle,Charlton,2,1,H,1,1,D,A D'Urso,16,6,12,5,12,14,14,5,2,1,0,0,1.533,3.5,5.5,1.62,3.5,6,1.55,3.5,4.8,1.53,3.5,5.5,1.44,3.6,6.5,1.533,3.5,6,1.5,3.4,6,1.75,1.95,,,1.529428571,3.5,5.757142857
E0,27/10/2002,Southampton,Fulham,4,2,H,2,2,D,M Halsey,13,5,8,4,12,19,3,5,1,2,0,0,2.375,3.2,2.625,2.35,3.2,2.85,2.2,3,2.9,2.25,3.2,2.75,2.2,3.2,2.88,2.3,3.2,2.8,2.3,3.1,2.75,2.05,1.79,,,2.282142857,3.157142857,2.793571429
E0,27/10/2002,West Ham,Everton,0,1,A,0,0,D,A Wiley,16,10,9,5,12,12,5,3,0,0,0,0,2,3.25,3.25,2.08,3.3,3.31,1.85,3.1,3.6,1.91,3.25,3.4,1.91,3.4,3.4,1.909,3.4,3.4,2.1,3.2,3,1.8,1.87,,,1.965571429,3.271428571,3.337142857
E0,28/10/2002,Bolton,Sunderland,1,1,D,0,1,A,E Wolstenholme,14,8,7,4,12,9,5,2,1,2,0,0,2.1,3.25,3,2.26,3.1,3,2.1,3,3.1,2.1,3.2,3,2.2,3.2,2.88,2.1,3.4,3,2.2,3.1,2.87,2.02,1.75,,,2.151428571,3.178571429,2.978571429
E0,2/11/2002,Birmingham,Bolton,3,1,H,0,0,D,C Foy,12,11,6,7,12,19,8,5,2,4,0,1,1.909,3.25,3.5,1.96,3.25,3.6,2.1,3,3.1,1.91,3.25,3.4,1.91,3.25,3.5,2,3.2,3.5,2,3.2,3.2,1.9,1.7,,,1.969857143,3.2,3.4
E0,2/11/2002,Liverpool,West Ham,2,0,H,1,0,H,E Wolstenholme,13,5,9,1,7,8,6,0,0,0,0,0,1.333,4.333,7.5,1.4,4.25,8,1.45,3.8,5.4,1.36,3.75,8,1.4,3.75,7.5,1.364,4.333,7.5,1.33,4,8,1.7,1.9,,,1.376714286,4.030857143,7.414285714
E0,2/11/2002,Man United,Southampton,2,1,H,1,1,D,U Rennie,16,12,8,5,12,18,10,2,0,1,0,0,1.333,4.333,7.5,1.36,4.25,8,1.3,4.2,8,1.33,4,8,1.29,4.5,8.5,1.333,4.333,8.5,1.33,4,8,1.65,1.95,,,1.325142857,4.230857143,8.071428571
E0,2/11/2002,West Brom,Man City,1,2,A,0,0,D,D Elleray,5,10,4,4,10,10,5,4,2,2,0,0,2.4,3.2,2.6,2.47,3.25,2.75,2.4,3,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.5,1.9,1.7,,,2.467142857,3.171428571,2.564285714
E0,3/11/2002,Blackburn,Aston Villa,0,0,D,0,0,D,M Dean,17,11,6,4,15,10,10,3,1,2,0,0,1.727,3.25,4.333,1.91,3.3,3.9,1.8,3.1,3.8,1.73,3.2,4.33,1.67,3.4,4.5,1.727,3.25,4.5,1.66,3.3,4.5,1.85,1.75,,,1.746285714,3.257142857,4.266142857
E0,3/11/2002,Charlton,Sunderland,1,1,D,0,1,A,D Gallagher,19,9,12,7,8,14,6,8,1,4,0,0,1.909,3.25,3.5,2.05,3.25,3.3,2.1,3,3.1,1.91,3.25,3.4,2,3.25,3.25,2.1,3.2,3.2,2,3.2,3.2,1.95,1.65,,,2.009857143,3.2,3.278571429
E0,3/11/2002,Fulham,Arsenal,0,1,A,0,1,A,J Winter,5,6,4,3,10,21,10,5,1,2,0,0,4.5,3.4,1.667,4.2,3.3,1.81,4,3.3,1.7,4,3.4,1.73,3.75,3.25,1.83,4.5,3.25,1.727,3.75,3.3,1.8,1.7,1.9,,,4.1,3.314285714,1.752
E0,3/11/2002,Leeds,Everton,0,1,A,0,0,D,N Barry,18,12,5,7,14,20,9,9,3,3,0,0,1.727,3.25,4.333,1.76,3.3,4.5,1.7,3.2,4.2,1.73,3.2,4.33,1.73,3.25,4.33,1.75,3.25,4.5,1.8,3.3,3.75,1.8,1.8,,,1.742428571,3.25,4.277571429
E0,3/11/2002,Tottenham,Chelsea,0,0,D,0,0,D,R Styles,15,14,7,4,17,12,8,2,3,2,0,0,2.3,3.2,2.7,2.45,3.25,2.6,2.5,3,2.5,2.2,3.25,2.75,2.5,3.2,2.5,2.5,3.2,2.6,2.37,3.1,2.62,1.75,1.85,,,2.402857143,3.171428571,2.61
E0,4/11/2002,Newcastle,Middlesbrough,2,0,H,1,0,H,G Barber,18,12,13,9,16,7,7,5,2,2,0,1,2,3.25,3.25,1.9,3.3,3.7,1.9,3.1,3.5,1.83,3.2,3.75,2,3.25,3.25,2,3.2,3.4,1.9,3.2,3.5,1.92,1.82,,,1.932857143,3.214285714,3.478571429
E0,9/11/2002,Arsenal,Newcastle,1,0,H,1,0,H,M Dean,16,3,10,2,11,12,11,0,0,2,0,0,1.5,3.5,6,1.55,3.78,5.65,1.55,3.5,4.8,1.44,3.6,6.5,1.5,3.5,6,1.5,3.6,6.5,1.44,3.6,6.5,1.66,2.1,,,1.497142857,3.582857143,5.992857143
E0,9/11/2002,Aston Villa,Fulham,3,1,H,1,0,H,A D'Urso,9,8,7,4,12,10,4,6,3,2,0,0,2.2,3.25,2.8,2.25,3.32,3,2,3.1,3.2,2,3.2,3.2,2.2,3.25,2.8,2.2,3.25,3,2.1,3.1,3.1,2.05,1.67,,,2.135714286,3.21,3.014285714
E0,9/11/2002,Bolton,West Brom,1,1,D,0,1,A,M Riley,15,5,8,1,14,13,7,4,2,2,1,0,2,3.25,3.25,1.96,3.4,3.66,1.9,3.1,3.5,2.1,3,3.2,2,3.25,3.25,2,3.2,3.5,1.9,3.2,3.5,1.98,1.73,,,1.98,3.2,3.408571429
E0,9/11/2002,Chelsea,Birmingham,3,0,H,3,0,H,D Pugh,16,7,10,2,7,6,7,3,1,1,0,0,1.444,3.75,6.5,1.45,3.95,7.5,1.45,3.8,5.4,1.4,3.75,7,1.4,3.75,7.5,1.4,4,7.5,1.44,3.6,6.5,1.73,1.95,,,1.426285714,3.8,6.842857143
E0,9/11/2002,Everton,Charlton,1,0,H,1,0,H,R Styles,11,5,2,1,14,13,7,3,2,3,0,0,1.667,3.4,4.5,1.74,3.42,4.47,1.8,3.1,3.8,1.57,3.5,5,1.57,3.4,5.5,1.667,3.4,4.75,1.66,3.3,4.5,1.9,1.78,,,1.667714286,3.36,4.645714286
E0,9/11/2002,Man City,Man United,3,1,H,2,1,H,P Durkin,11,9,6,6,12,16,0,9,1,2,0,0,3.5,3.25,1.909,4.23,3.55,1.92,3.6,3.1,1.85,3.75,3.2,1.83,3.75,3.25,1.83,4.2,3.25,1.8,3.75,3.2,1.83,1.8,2.06,,,3.825714286,3.257142857,1.852714286
E0,9/11/2002,Middlesbrough,Liverpool,1,0,H,0,0,D,M Halsey,11,13,3,7,10,8,5,2,1,0,0,0,3.25,3.25,2,3.3,3.26,2.23,2.9,3,2.2,3.4,3,2,3,3.25,2.1,3.2,3.25,2.1,3,3.2,2.1,1.9,1.8,,,3.15,3.172857143,2.104285714
E0,9/11/2002,Southampton,Blackburn,1,1,D,1,0,H,A Wiley,21,11,12,3,13,13,5,4,0,2,0,1,2.25,3.25,2.75,2.38,3.3,2.9,2.3,3,2.7,2.25,3.2,2.75,2.25,3.25,2.75,2.375,3.25,2.75,2.3,3.1,2.7,2,1.76,,,2.300714286,3.192857143,2.757142857
E0,10/11/2002,Sunderland,Tottenham,2,0,H,0,0,D,U Rennie,13,9,5,3,10,18,4,5,0,2,0,0,2.7,3.2,2.3,2.67,3.34,2.54,2.4,3,2.6,2.8,3.2,2.2,2.62,3.2,2.38,2.75,3.25,2.375,2.8,3.1,2.25,1.9,1.78,,,2.677142857,3.184285714,2.377857143
E0,10/11/2002,West Ham,Leeds,3,4,A,1,4,A,S Dunn,19,12,9,8,14,11,5,4,5,3,0,0,2.375,3.2,2.625,2.6,3.34,2.64,2.3,3,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.25,2.6,2.5,3.1,2.5,1.9,1.84,,,2.453571429,3.191428571,2.580714286
E0,16/11/2002,Arsenal,Tottenham,3,0,H,1,0,H,M Riley,17,6,12,5,15,10,3,1,0,2,0,1,1.533,3.5,5.5,1.55,3.6,6.25,1.6,3.4,4.6,1.57,3.5,5,1.53,3.5,5.5,1.533,3.6,6,1.53,3.25,6,1.65,1.95,1.72,2,1.549428571,3.478571429,5.55
E0,16/11/2002,Chelsea,Middlesbrough,1,0,H,0,0,D,P Dowd,13,7,5,4,9,11,5,7,2,1,0,0,1.727,3.2,4.5,1.77,3.35,4.6,1.7,3.2,4.2,1.62,3.5,4.5,1.67,3.4,4.5,1.7,3.4,4.75,1.72,3.25,4.2,1.8,1.8,1.8,1.9,1.701,3.328571429,4.464285714
E0,16/11/2002,Man City,Charlton,0,1,A,0,0,D,G Barber,15,13,4,4,10,16,7,5,0,4,0,0,1.667,3.4,4.5,1.75,3.45,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.62,3.4,5,1.7,3.4,4.75,1.61,3.3,5,1.8,1.85,1.83,1.83,1.696714286,3.321428571,4.554285714
E0,16/11/2002,Newcastle,Southampton,2,1,H,1,1,D,C Wilkes,18,8,13,3,7,18,6,2,1,3,0,0,1.615,3.4,5,1.66,3.5,5.2,1.55,3.5,4.8,1.62,3.25,5,1.67,3.4,4.5,1.571,3.4,6,1.57,3.5,5,1.75,1.85,1.72,2,1.608,3.421428571,5.071428571
E0,16/11/2002,West Brom,Aston Villa,0,0,D,0,0,D,D Gallagher,10,8,5,5,15,15,8,6,2,3,0,0,2.625,3,2.5,2.55,3.2,2.5,2.7,3,2.3,2.75,3,2.38,2.6,3,2.5,2.625,3.2,2.5,2.62,2.9,2.5,1.95,1.65,2.2,1.61,2.638571429,3.042857143,2.454285714
E0,17/11/2002,Birmingham,Fulham,0,0,D,0,0,D,M Messias,11,4,6,1,17,15,9,1,2,1,0,2,2.3,3.2,2.7,2.3,3.3,2.75,2.2,3,2.9,2.2,3.25,2.75,2.38,3.2,2.63,2.375,3.2,2.75,2.25,3.1,2.8,1.8,1.8,2,1.72,2.286428571,3.178571429,2.754285714
E0,17/11/2002,Blackburn,Everton,0,1,A,0,1,A,G Poll,16,9,6,6,10,19,12,4,3,1,0,0,2.1,3.25,3,2.2,3.3,3.1,1.9,3.1,3.5,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3.2,2.1,3.2,3,1.75,1.85,1.9,1.8,2.085714286,3.221428571,3.114285714
E0,17/11/2002,Leeds,Bolton,2,4,A,1,1,D,A Wiley,12,14,3,7,19,9,2,4,2,0,0,0,1.5,3.5,6,1.5,3.75,6.75,1.5,3.7,5,1.57,3.5,5,1.57,3.4,5.5,1.533,3.6,6,1.57,3.3,5.5,1.75,1.85,1.83,1.83,1.534714286,3.535714286,5.678571429
E0,17/11/2002,Liverpool,Sunderland,0,0,D,0,0,D,A D'Urso,27,0,12,0,6,10,12,0,0,1,0,0,1.364,4,7.5,1.44,4,7.75,1.4,3.9,6,1.33,4,8,1.4,3.75,7.5,1.364,4,9,1.33,4,8,1.8,1.8,1.9,1.8,1.375428571,3.95,7.678571429
